Date,Close,High,Low,Open,Volume,Ticker,Category
2022-09-27,12.396743774414062,12.719320720938102,12.241947032432883,12.490620532839431,553854000,NVDA,Stock
2022-09-28,12.719320297241211,12.806206250600736,12.337820615857858,12.393747031367376,542414000,NVDA,Stock
2022-09-29,12.203997611999512,12.48363067238174,11.930356260034026,12.43169872306821,532763000,NVDA,Stock
2022-09-30,12.123102188110352,12.616455658995795,12.05918587570381,12.07117024380662,565638000,NVDA,Stock
2022-10-03,12.49561595916748,12.661398952401173,12.089148373651023,12.330832060289323,547478000,NVDA,Stock
2022-10-04,13.14975643157959,13.202687472797923,12.862133487134708,12.862133487134708,584182000,NVDA,Stock
2022-10-05,13.191699981689453,13.30355376155447,12.604470732780348,12.894090885519283,507131000,NVDA,Stock
2022-10-06,13.11280632019043,13.638117543681016,13.08584125012535,13.202688617173399,644157000,NVDA,Stock
2022-10-07,12.060185432434082,12.653407390361005,12.00625625011576,12.488623513159082,672478000,NVDA,Stock
2022-10-10,11.654715538024902,12.108120441007816,11.393058603226073,12.021234494107956,698699000,NVDA,Stock
2022-10-11,11.57082748413086,11.830486265809176,11.268223841612809,11.545859652529316,667482000,NVDA,Stock
2022-10-12,11.484938621520996,11.719630502652882,11.330141889388276,11.563835628802222,492590000,NVDA,Stock
2022-10-13,11.944337844848633,12.062183348670452,10.798839583929336,10.956632667736919,850103000,NVDA,Stock
2022-10-14,11.212295532226562,12.095137526899817,11.189325892966313,12.041208353128903,713432000,NVDA,Stock
2022-10-17,11.872429847717285,11.932351684916148,11.501916408490736,11.502914550195962,580774000,NVDA,Stock
2022-10-18,11.95132827758789,12.475640367724393,11.602785343462813,12.327834421594872,659362000,NVDA,Stock
2022-10-19,12.03521728515625,12.333826444729338,11.818501467347717,11.863442610170829,523131000,NVDA,Stock
2022-10-20,12.178030967712402,12.752277756580911,12.089146821227374,12.09713671776913,652398000,NVDA,Stock
2022-10-21,12.449671745300293,12.481630372955836,11.87143059449203,12.082153718025369,609494000,NVDA,Stock
2022-10-24,12.582500457763672,12.69335515427323,12.048201240588062,12.491620026626292,517457000,NVDA,Stock
2022-10-25,13.243633270263672,13.282582706939756,12.647414970734918,12.677376368924335,505482000,NVDA,Stock
2022-10-26,12.879110336303711,13.370465602720852,12.691356829552692,12.852146223274735,532953000,NVDA,Stock
2022-10-27,13.158743858337402,13.819877533588544,13.104814677814026,13.61214975532052,583113000,NVDA,Stock
2022-10-28,13.815881729125977,13.83186152118797,13.043894336346346,13.086838241715473,521040000,NVDA,Stock
2022-10-31,13.479324340820312,13.819878330285551,13.2795864472885,13.759956486013305,486341000,NVDA,Stock
2022-11-01,13.525262832641602,13.906762493344775,13.501294098029572,13.792911480150275,432817000,NVDA,Stock
2022-11-02,13.201687812805176,14.191390140892414,13.1936988689507,13.83186195195651,672628000,NVDA,Stock
